,ID,cultivo_x,cultivo_y,superf_par,area,correccion,corregido,corregido2,patca,temporary_,temporary_crop,trends,geometry
58,396811,habichuela negra,guandul,3.3955195,15139.338,revisar área,Se movió hacia la derecha,ok,1,1,1,trend,"POLYGON ((-70.87164058099283 18.64808699990351, -70.87167090550427 18.64789127812668, -70.87176319429035 18.64771406818891, -70.87190841333536 18.64757271656453, -70.87209234756295 18.64748105963474, -70.87229699231622 18.64744806932458, -70.87250231573812 18.64747697490433, -70.87268821955386 18.64756494690549, -70.87283650634906 18.64770337408471, -70.8729326608034 18.64787870632586, -70.87296727054215 18.64807378098142, -70.87293694752569 18.6482695028361, -70.87284465976978 18.64844671326003, -70.87269944089665 18.64858806559318, -70.87251550591697 18.64867972318364, -70.87231085977493 18.64871271385398, -70.87210553485804 18.64868380819638, -70.87191963001212 18.64859583570905, -70.87177134304505 18.64845740782107, -70.87167518934281 18.64828207491925, -70.87164058099283 18.64808699990351))"
59,396821,cero,cafe,1.5719998,11373.098,mover hacia la izquierda,Se movió hacia la izquierda,ok,1,0,0,trend,"POLYGON ((-70.49671855001735 18.34457300563561, -70.49672094086419 18.34424341697142, -70.49671896298133 18.3440137322715, -70.49725717623271 18.34396955717493, -70.49780165047466 18.34404517492598, -70.49776083112745 18.34476955048161, -70.49759471634313 18.3449106733067, -70.49732389738485 18.34503763817844, -70.4967284327179 18.34479490232149, -70.49671855001735 18.34457300563561))"
60,397821,maiz grano/mazorca,yuca,2.5151997,14131.897,revisar área,ok,ok,0,1,1,trend,"POLYGON ((-70.83384648115656 18.62539843661243, -70.83386512407614 18.62518357044389, -70.8339114903266 18.6246239403858, -70.83413926470126 18.62437707932361, -70.83434562346302 18.62457477362046, -70.83467663683697 18.6246763914019, -70.83507305835606 18.62501701811725, -70.83482065660027 18.62540890758067, -70.83461173829971 18.62546087186496, -70.83451994801304 18.62569142940235, -70.83417574076802 18.62582459516974, -70.83361428248762 18.62620951127224, -70.83387010391429 18.62564783935481, -70.83384648115656 18.62539843661243))"
61,398711,guandul,ají,2.2007997,8515.407,revisar área y tipo de cultivo,ok,ok,0,1,1,trend,"POLYGON ((-70.67687421087153 18.51659713698653, -70.67694499790532 18.51634186361984, -70.6772056005384 18.51622970490498, -70.67728298310647 18.51611417830642, -70.67739831386677 18.51613312732368, -70.67754969475281 18.51609183982788, -70.67769647493475 18.51611550266362, -70.67780623148255 18.51609954955753, -70.67783602566846 18.51593451458362, -70.67799898385321 18.51593073584057, -70.67803127009077 18.51609755240126, -70.67806418022714 18.5162520447721, -70.67814355860473 18.51634121507267, -70.67826994085841 18.51641998200558, -70.67825565267276 18.51656490718885, -70.67769316404389 18.51684951006464, -70.67748842555149 18.51678641714637, -70.67727249020477 18.51664852760106, -70.67687421087153 18.51659713698653))"
64,402211,cero,plátano,0.62879992,13310.012,revisar área,ok,ok,0,0,0,trend,"POLYGON ((-71.65216086722393 18.68583438020867, -71.65219028208213 18.68563862923176, -71.65228172950592 18.68546112162581, -71.65242625782975 18.68531923300824, -71.65260971957966 18.68522685232497, -71.65294422007048 18.68530679318698, -71.6532245636007 18.68548747148481, -71.65330690093586 18.68573083583594, -71.65338815030543 18.68590434998932, -71.6533912595863 18.68610392177821, -71.65322174462558 18.68633076582911, -71.65303828218133 18.68642314720878, -71.65283384405404 18.68645697761046, -71.65262844226618 18.68642894541924, -71.65244218319141 18.68634179462399, -71.65229329932032 18.6862040562156, -71.65219636447812 18.68602921308973, -71.65216086722393 18.68583438020867))"
65,403111,guandul,ají,7.2311993,14317.446,mover hacia el centro del cultivo y revisar el área,Se movió hacia arriba,ok,1,1,1,trend,"POLYGON ((-71.67911515782136 18.87605978140541, -71.67895228938828 18.87603717729806, -71.67889742459892 18.87555391532221, -71.67987701661187 18.87550985575431, -71.68011952654096 18.87625489415841, -71.68021537106783 18.87667768177414, -71.67965052925391 18.87676067797919, -71.67922457245881 18.87700634855809, -71.67927984733814 18.8765264897125, -71.67911515782136 18.87605978140541))"
66,403411,mani,maiz grano/mazorca,24.774717000000003,14427.945,"el punto esta sobre la vía, mover hacia la derecha",Se movió hacia la derecha,ok,1,1,1,trend,"POLYGON ((-71.61893122180818 18.90762488561556, -71.61896067981961 18.90742913459849, -71.61905225298266 18.90725162810261, -71.61919697732192 18.90710974163543, -71.61938068617643 18.90701736393106, -71.61958539694415 18.90698353746308, -71.61979107130597 18.90701157334229, -71.61997757664074 18.90709872722492, -71.62012665666295 18.90723646794674, -71.62022371841566 18.90741131258809, -71.62025926071765 18.90760614623704, -71.61980979851938 18.9082136698233, -71.61960508636362 18.90824749671059, -71.61939941046442 18.90821946080739, -71.61921290403019 18.90813230646666, -71.61906382376634 18.90799456502759, -71.61896676272214 18.9078197196838, -71.61893122180818 18.90762488561556))"
67,403911,maiz grano/mazorca,maiz grano/mazorca,12.575998,25970.642,mover hacia el centro del cultivo,Se movió hacia la izquierda,ok,0,1,1,trend,"POLYGON ((-71.15157812625226 18.76413602714779, -71.15239613734387 18.76417652657106, -71.15319809273667 18.76377792704167, -71.15353127129224 18.76360436642095, -71.15396155057174 18.7636493263256, -71.15413264044989 18.76391691274615, -71.15392686043893 18.76421879356713, -71.15348601557506 18.76499261403663, -71.15301495648949 18.7650379759189, -71.15299890099587 18.76459888056345, -71.15091783891999 18.76496228696073, -71.15157812625226 18.76413602714779))"
69,404711,limon,plátano,1.2575998,10770.748,mover hacia el centro del cultivo y revisar área,Se movió hacia abajo,ok,0,0,0,trend,"POLYGON ((-71.04748511358714 18.68626654558522, -71.04750760028421 18.6855224731261, -71.04734291642495 18.6848952625311, -71.0473415968174 18.68478545010941, -71.04731438959665 18.68470088087345, -71.04725985529096 18.68452175943153, -71.04710466920761 18.6842488859371, -71.04726319293091 18.68392765966991, -71.04732472319645 18.68381716131059, -71.04730047454639 18.68354285885818, -71.04758461759815 18.68364958445397, -71.04759229585321 18.68428849304981, -71.04772551284756 18.68447673972404, -71.04779852676788 18.68619323436269, -71.04748511358714 18.68626654558522))"
72,406111,maiz grano/mazorca,maiz grano/mazorca,6.6023993,15127.163,revisar área y centrar,Se movió a la derecha ya abajo,"ok, árboles",1,1,1,trend,"POLYGON ((-71.53771963512982 18.84047105110876, -71.53774918779084 18.8402753018772, -71.53784082462441 18.84009782844109, -71.53798557542405 18.83995600307155, -71.53816927093972 18.83986370852238, -71.5383739298755 18.83982997912819, -71.5385795189855 18.8398581164985, -71.53876591399238 18.83994536635566, -71.53891486940894 18.84008318814104, -71.5390118044744 18.84025809099955, -71.53904723040813 18.84045295431973, -71.53901767927627 18.84064870358069, -71.5389260435323 18.84082617747673, -71.53878129296648 18.84096800356104, -71.53859759673956 18.8410602988068, -71.53839293641911 18.84109402861335, -71.53818734577996 18.84106589121363, -71.53800094968349 18.84097864089655, -71.5378519940331 18.84084081839641, -71.5377550596789 18.8406659148413, -71.53771963512982 18.84047105110876))"
73,406211,maiz grano/mazorca,mani,1.8863997,7622.066,Mover hacia la izquierda,Se movió hacia la izquierda,ok,1,1,1,trend,"POLYGON ((-71.57367860615078 18.93363291083951, -71.57398000018534 18.93345156329332, -71.57427892865847 18.93293837857717, -71.57454160849623 18.93279749204271, -71.57464815609569 18.93290580466552, -71.57473656432413 18.93285716707047, -71.57475485971089 18.93268224416534, -71.57495793019045 18.93258709959076, -71.57503757315951 18.93265087070803, -71.57518453648649 18.93265881102177, -71.57536467923595 18.93312042936262, -71.57367860615078 18.93363291083951))"
74,406511,cero,,1.8863997,15126.572,esta en la vía mover hacia arriba,Se movió hacia arriba,ok,1,0,0,trend,"POLYGON ((-71.56716944613946 18.93373977549894, -71.56719896617663 18.93354402545496, -71.56729060806252 18.93336653675364, -71.56743540109501 18.93322468316016, -71.56761917188955 18.93313235019053, -71.56782393178177 18.9330985759396, -71.56802963764453 18.93312666640728, -71.56821615377325 18.93321387190691, -71.56836522282559 18.93335165622211, -71.56846225291774 18.93352653216618, -71.56849774596688 18.93372138176284, -71.56846822746829 18.93391713183506, -71.56837658667975 18.93409462099787, -71.56823179388429 18.93423647530985, -71.56804802237585 18.93432880898051, -71.56784326109151 18.93436258364726, -71.56763755369018 18.93433449315135, -71.56745103646409 18.93424728719022, -71.56730196717474 18.93410950215653, -71.56720493779649 18.93393462551142, -71.56716944613946 18.93373977549894))"
75,407411,cero,arboles maderables,1.5719998,15138.581,revisar área,ok,ok,0,0,0,trend,"POLYGON ((-70.9221289253947 18.83982385357555, -70.92215920355424 18.83962812952375, -70.92225152195147 18.83945089352495, -70.92239684366999 18.83930949460402, -70.92258094358232 18.83921777377073, -70.92278580081408 18.83918470920425, -70.9229913627116 18.83921353744266, -70.92317750765915 18.83930143658795, -70.92332601464076 18.83943980252895, -70.9234223467836 18.83961509114505, -70.92345707431855 18.8398101440603, -70.92342679767309 18.84000586818839, -70.92333448032113 18.84018310467715, -70.92318915877981 18.84032450431458, -70.92300505810896 18.84041622581722, -70.92280019947266 18.84044929075023, -70.92259463606109 18.84042046243554, -70.92240849006829 18.84033256280028, -70.92225998290945 18.84019419614278, -70.92216365152514 18.84001890685732, -70.9221289253947 18.83982385357555))"
76,407813,habichuela roja,guandul,1.5719998,15139.693,revisar área,ok,"ok, revisar tipo cultivo",1,1,1,trend,"POLYGON ((-70.85139768595047 18.89373361967015, -70.85142805104466 18.89353790020742, -70.85152047130336 18.8933606912443, -70.85166589983947 18.89321933915844, -70.85185010107041 18.89312768037476, -70.85205504420519 18.89309468699875, -70.85226066818232 18.89312358860052, -70.85244684530981 18.89321155610162, -70.85259535142143 18.89334997870045, -70.85269164972856 18.89352530673071, -70.85272631377302 18.89372037795808, -70.85269595019612 18.89391609750311, -70.8526035309808 18.8940933069614, -70.85245810261557 18.89423465976614, -70.8522739006178 18.89432631921783, -70.85206895607136 18.89435931295582, -70.8518633305769 18.89433041127173, -70.85167715240604 18.89424244327547, -70.85152864612353 18.89410401995776, -70.85143234858326 18.8939286912595, -70.85139768595047 18.89373361967015))"
77,408412,limon,limon,62.879993000000006,13149.5,"zona de influencia contiene edificaciones, revisar área",Se movió hacia la derecha donde había cultivo,ok,0,0,0,trend,"POLYGON ((-70.96881338291482 18.71190732125982, -70.96886386235194 18.71174204464626, -70.96892999968738 18.7115716111708, -70.9689904361209 18.71136129913214, -70.96911816496326 18.7110803875713, -70.96931561289746 18.71116484567751, -70.96952102011747 18.71119363642589, -70.96970703730337 18.71128150088112, -70.9698813988112 18.71138687994038, -70.97019762113612 18.71154830100287, -70.96996926236883 18.71173541748391, -70.96969204285867 18.71222757803915, -70.96949643323904 18.71230202286524, -70.96925603521579 18.71235447289794, -70.96910132291933 18.71234112209307, -70.96894341355762 18.71227788168614, -70.96879531712911 18.71215712648096, -70.96866834861399 18.71205112605912, -70.96881338291482 18.71190732125982))"
78,408811,guandul,guandul,1.2575998,15140.917,mover hacia el centro del cultivo y revisar área,Se movió hacia arriba,"ok, revisar tipo cultivo",0,1,1,trend,"POLYGON ((-70.76649817745069 18.53529953134154, -70.76652861590465 18.53510381571717, -70.76662096855904 18.53492665120399, -70.76676619514834 18.5347853798297, -70.76695007985914 18.53469383012062, -70.76715462288185 18.53466096350755, -70.76735980231653 18.53468999715373, -70.76754553398105 18.53477808905557, -70.76769363731032 18.5349166162332, -70.76778961494153 18.53509201878136, -70.76782407180838 18.53528712716916, -70.76779363483635 18.53548284287803, -70.76770128319785 18.53566000787878, -70.7675560567704 18.53580127995749, -70.76737217130555 18.53589283031873, -70.76716762690094 18.53592569728265, -70.76696244598433 18.53589666355197, -70.7667767133039 18.53580857116255, -70.7666286098128 18.53567004328051, -70.76653263293561 18.53549464008018, -70.76649817745069 18.53529953134154))"
79,411111,habichuela blanca,arroz,2.5151997,11240.828,mover hacia el centro del cultivo y revisar área,Se movió hacia la derecha,ok,1,1,1,trend,"POLYGON ((-71.56527913409701 18.87050916490131, -71.56495288057488 18.87042882499161, -71.56507593850237 18.8702474661736, -71.5652387992487 18.87027017269576, -71.56540636967253 18.87025787993194, -71.56543515923298 18.87008281193762, -71.56626078083877 18.87025108189185, -71.56632588008991 18.87039491071531, -71.56701325596893 18.8707796802106, -71.56648935248056 18.87114623407242, -71.56527913409701 18.87050916490131))"
81,372111,plátano,rulo,1.8863997,13767.735,Centrar,Se movió hacia la izquierda y abajo,ok,0,0,0,trend,"POLYGON ((-71.78026126995927 18.43012299939924, -71.78041206880283 18.4294221785719, -71.78054121619986 18.42932547446547, -71.7812057530025 18.4293606451592, -71.78190245397238 18.42944524261993, -71.78164856845463 18.43023739668144, -71.78026126995927 18.43012299939924))"
82,401211,plátano,plátano,2.5151997,12099.392,"Punto sobre sombra de árbol, revisar tipo de cultivo",Revisar tipo de cultivo,"ok, árboles",1,0,0,trend,"POLYGON ((-70.76487046986942 18.5366437227905, -70.76574062277328 18.53625613345497, -70.76576227443485 18.53683510197536, -70.76578644150648 18.53714942575636, -70.76533892941373 18.53717595439196, -70.76515504116433 18.5372675028027, -70.7649504945019 18.53730036753207, -70.76474531207522 18.53727133150155, -70.76416614978049 18.53737925946424, -70.7641201789356 18.5369802603589, -70.76462042450407 18.53676089466154, -70.76486164279838 18.53680357661781, -70.76487046986942 18.5366437227905))"
83,372312,berenjena,ají,2.5151997,15126.402,Revisar el área,"ok, revisar tipo",ok,0,1,1,trend,"POLYGON ((-71.56727911467006 18.35011292307973, -71.56730862243117 18.34991717429817, -71.56740003155772 18.3497397134173, -71.56754439413663 18.34959791148172, -71.56772757891963 18.3495056489542, -71.56793165460088 18.349471957037, -71.5681366450211 18.34950013367178, -71.56832248450056 18.34958742073627, -71.56847098192704 18.34972527402728, -71.56856760137103 18.34990019960289, -71.56860288495116 18.35009507462575, -71.56857337867446 18.35029082342881, -71.56848197061001 18.3504682847523, -71.5683376082652 18.35061008738256, -71.56815442279888 18.35070235059148, -71.5679503457779 18.35073604291653, -71.56774535387328 18.35070786626027, -71.56755951333172 18.35062057875317, -71.56741101567113 18.35048272476747, -71.56731439691045 18.35030779851046, -71.56727911467006 18.35011292307973))"
84,372714,aguacate,pasto,9.872159,15143.538,ok,ok,ok,0,0,0,trend,"POLYGON ((-70.57754125129551 18.46700751827776, -70.57757190189768 18.46681181574046, -70.57766442649041 18.46663472985325, -70.57780976798018 18.46649359494636, -70.57799369930879 18.46640222618811, -70.57819821610488 18.46636956729806, -70.57840329903577 18.46639881510822, -70.57858887336417 18.46648710665307, -70.57873677392364 18.46662579941126, -70.57883252319743 18.466801317269, -70.57886674847092 18.46699647940658, -70.57883609933961 18.46719218204191, -70.57874357574512 18.46736926842357, -70.57859823439971 18.46751040403248, -70.5784143023064 18.46760177343215, -70.57820978412866 18.46763443265804, -70.57800469972693 18.46760518474984, -70.57781912440029 18.46751689271054, -70.57767122369648 18.46737819925033, -70.57757547518736 18.46720268075117, -70.57754125129551 18.46700751827776))"
86,378211,aguacate,aguacate,8.1743994,21382.59,ok,ok,ok,1,0,0,trend,"POLYGON ((-70.94874566769951 18.7280878407577, -70.94855425914844 18.72693160815251, -70.94897915663466 18.72720176475602, -70.94911027797149 18.72721288064376, -70.94920488335872 18.72700970567858, -70.94951911617275 18.72699644929987, -70.94965249911576 18.7272047389395, -70.94992994376052 18.72718188023586, -70.95005708731122 18.7277596680376, -70.95015734876749 18.72827782753992, -70.95014747376254 18.72878714951729, -70.94874566769951 18.7280878407577))"
89,386711,cebolla,habichuela roja,1.8863997,15134.761,ok,ok,"ok, revisar tipo cultivo",1,1,1,trend,"POLYGON ((-71.1477421106693 18.81643764839329, -71.14777212215361 18.81624191243467, -71.14786418184794 18.81606458789452, -71.1480092781574 18.81592303246637, -71.14819320801621 18.81583110248026, -71.14839796719336 18.81579779658736, -71.14860351263211 18.81582637494614, -71.14878972432834 18.81591404011606, -71.14893837473439 18.81605221088742, -71.14903491294089 18.81622736224397, -71.14906988901051 18.81642234924696, -71.14903987904367 18.81661808526441, -71.14894782040949 18.8167954102828, -71.14880272429789 18.81693696642591, -71.14861879369911 18.81702889709061, -71.14841403312678 18.81706220336653, -71.14820848617055 18.81703362494892, -71.14802227341418 18.81694595930076, -71.14787362281028 18.81680778781445, -71.14777708534373 18.81663263577932, -71.1477421106693 18.81643764839329))"
90,386811,cebolla,cebolla,1.1318399,22199.566,Revisar el área,ok,ok,1,1,1,trend,"POLYGON ((-71.12628019356714 18.73489261851515, -71.12634741663612 18.73425305485554, -71.12640699491152 18.73393023613157, -71.12720516054607 18.73407092300673, -71.12749030365697 18.73424739032153, -71.12845573642929 18.7343562187203, -71.1292199699551 18.73429760665531, -71.12928821520758 18.73472613339486, -71.1285290935206 18.73477470396671, -71.1275513175501 18.73493557917809, -71.12628019356714 18.73489261851515))"
91,387311,cebolla,cebolla,1.2575998,15134.673,"Punto sobre arbusto, mover a la izquierda",Se movio hacia la izquierda,"ok, revisar tipo cultivo",1,1,1,trend,"POLYGON ((-71.15352392468822 18.82406759807714, -71.15355392975262 18.82387186186892, -71.15364598633971 18.82369453479669, -71.15379108315867 18.82355297480186, -71.15397501709371 18.82346103866146, -71.15417978351486 18.82342772562899, -71.15438533865633 18.82345629656171, -71.15457156156434 18.82354395474596, -71.15472022359387 18.82368211965583, -71.15481677269788 18.82385726684888, -71.15485175787228 18.824052251794, -71.15482175432621 18.8242479880607, -71.15472969880012 18.82442531561112, -71.1545846021796 18.8245668763212, -71.1544006675046 18.82465881314072, -71.15419589968779 18.82469212655675, -71.15399034302798 18.82466355556554, -71.15380411905896 18.82457589690309, -71.15365545683099 18.82443773127797, -71.15355890846692 18.82426258340581, -71.15352392468822 18.82406759807714))"
92,388711,cebolla,habichuela roja,1.2575998,14381.846,ok,ok,ok,0,1,1,trend,"POLYGON ((-71.34556188307431 18.6681353709407, -71.34484533341445 18.66781988671582, -71.34505003535989 18.66747292690091, -71.34567786599331 18.66743014280699, -71.34581351944003 18.66739350818052, -71.34632924914807 18.66757673302915, -71.34675693056072 18.667830935892, -71.34708147434736 18.6682012280482, -71.34696172683398 18.66844230945887, -71.34657620579438 18.66820754552236, -71.34601341028646 18.66821957200401, -71.34556188307431 18.6681353709407))"
93,391211,aguacate,arboles maderables,3.7727995,8005.636,ok,ok,ok,1,0,0,trend,"POLYGON ((-70.95066975971689 18.69404583624684, -70.95076513207428 18.6941396988828, -70.95082633095325 18.69399428377881, -70.95098848332408 18.69397262726862, -70.95119282641245 18.69397549338938, -70.95140194996507 18.69393837067643, -70.95105270342837 18.69500537719894, -70.95042258371562 18.69487713915973, -70.95057558820979 18.69405680061028, -70.95066975971689 18.69404583624684))"
94,392711,aguacate,aguacate,1.1318399,15139.913,"Revisar área, se observa un área mayor en el cultivo a la escrita.",Se movió hacia arriba,ok,1,0,0,trend,"POLYGON ((-70.8369351152771 18.75596777960994, -70.8369654876431 18.75577206045235, -70.83705786203117 18.75559486133221, -70.83720319604579 18.75545352766424, -70.83738726335699 18.75536189407127, -70.83759204628186 18.75532893019371, -70.83779749943974 18.75535786271456, -70.83798351185769 18.75544585952873, -70.83813187549107 18.7555843069647, -70.83822806749779 18.75575965292414, -70.838262671826 18.75595473341697, -70.83823230096414 18.75615045265634, -70.83813992761014 18.75632765226784, -70.83799459376459 18.75646898664908, -70.83781052569287 18.75656062090478, -70.83760574136836 18.7565935851414, -70.83740028670637 18.75656465253875, -70.83721427325433 18.75647665523323, -70.83706590945187 18.75633820708399, -70.83696971820568 18.75616286046181, -70.8369351152771 18.75596777960994))"
96,393711,batata,arroz,2.5151997,15128.143,Revisar tipo de cultivo,Revisar tipo de cultivo,"ok, revisar tipo cultivo",1,1,1,trend,"POLYGON ((-71.48977849722522 18.75893783947782, -71.48980810427035 18.75874209149789, -71.48989976128277 18.75856463952472, -71.49004449608195 18.75842285372856, -71.49022814098478 18.75833061298994, -71.49043271964959 18.75829694637677, -71.49063820668711 18.75832514935384, -71.49082448781037 18.7584124612218, -71.49097332867868 18.75855033535194, -71.49107015974337 18.75872527576486, -71.49110550240422 18.75892015817232, -71.49107589687951 18.75911590618437, -71.49098424094828 18.75929335861716, -71.49083950637812 18.75943514512492, -71.49065586076465 18.75952738655529, -71.49045128072096 18.75956105357613, -71.49024579216302 18.75953285056696, -71.49005950995856 18.75944553823937, -71.48991066886123 18.75930766339763, -71.48981383850719 18.75913272229295, -71.48977849722522 18.75893783947782))"
